Event.Nr	CDA.nSCR	CDA.Latency	CDA.AmpSum	CDA.SCR	CDA.ISCR	CDA.PhasicMax	CDA.Tonic	TTP.nSCR	TTP.Latency	TTP.AmpSum	Global.Mean	Global.MaxDeflection	Event.NID	Event.Name
 39	 1	0.4206	0.1582	0.0042	0.0042	-0.0081	-0.4029	 1	7.8906	0.0352	3.6608	0.0134	 42	"white noise video"
 40	 1	0.9004	0.4848	0.1797	0.1797	0.8999	-1.4044	 1	8.0156	1.9973	3.5140	0.0373	 43	"PELKO"
 41	-1	   NaN	-0.5247	-0.3805	-0.3805	-0.5935	-0.8896	 0	   NaN	-0.3795	3.8153	0.0075	 44	"47"
 42	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.7551	-0.6663	 0	   NaN	-0.3795	3.6236	0.0001	 45	"white noise video"
 43	 0	2.2199	-0.3958	-0.4064	-0.4064	-0.4375	-0.3572	 0	   NaN	-0.3795	3.8519	0.0000	 46	"EMPATIA"
 44	-1	   NaN	-0.5247	-0.5649	-0.5649	-0.7757	-0.1352	 0	   NaN	-0.3795	3.7746	0.0000	 47	"47"
 45	-1	   NaN	-0.5247	-0.6154	-0.6154	-0.6166	-0.5294	 0	   NaN	-0.3795	3.6434	0.0001	 48	"white noise video"
 46	-1	   NaN	-0.5247	-0.5957	-0.5957	0.6177	-1.7119	 1	8.3281	6.2582	3.4824	0.0229	 49	"INNOSTUNEISUUS"
 47	 1	0.5406	0.7599	1.9299	1.9299	2.0982	0.1979	 0	   NaN	-0.3795	4.2991	0.1761	 50	"47"
 48	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.9000	0.9544	 0	   NaN	-0.3795	3.8649	0.0000	 51	"white noise video"
 49	-1	   NaN	-0.5247	0.3763	0.3763	1.2755	-1.4463	 1	8.0781	2.4353	3.5068	0.0316	 52	"INHO"
 50	-1	   NaN	-0.5247	-0.6646	-0.6646	-1.0385	-0.7786	 0	   NaN	-0.3795	3.8416	0.0000	 53	"47"
 51	-1	   NaN	-0.5247	-0.6218	-0.6218	-0.6601	0.0714	 0	   NaN	-0.3795	3.7504	0.0000	 54	"white noise video"
 52	-1	   NaN	-0.5247	-0.5721	-0.5721	-0.5705	-1.7020	 0	   NaN	-0.3795	3.4858	0.0067	 55	"VIHA"
 53	 1	-1.2586	2.0316	1.9631	1.9631	1.6675	-1.2400	 0	   NaN	-0.3795	3.8684	0.2443	 56	"47"
 54	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5695	1.2281	 0	   NaN	-0.3795	3.9063	0.0000	 57	"white noise video"
 55	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.9915	-0.4235	 0	   NaN	-0.3795	3.7444	0.0000	 58	"SURU"
 56	 1	-0.1791	0.1379	0.2387	0.2387	0.2993	0.4644	 0	   NaN	-0.3795	4.1798	0.1058	 59	"47"
 57	-1	   NaN	-0.5247	-0.6599	-0.6599	-0.7648	0.5532	 0	   NaN	-0.3795	3.8102	0.0000	 60	"white noise video"
 58	 1	0.6605	0.1930	0.2282	0.2282	0.0508	-1.0006	 1	7.7656	1.8920	3.5841	0.0416	 61	"PELKO"
 59	 1	0.4206	0.3656	0.4752	0.4752	0.1561	-0.7698	 0	   NaN	-0.3795	3.8345	0.0753	 62	"47"
 60	-1	   NaN	-0.5247	-0.6376	-0.6376	-0.6342	0.0801	 0	   NaN	-0.3795	3.7298	0.0001	 63	"white noise video"
 61	 1	0.4206	0.1113	-0.0281	-0.0281	-0.0985	-1.3185	 1	7.7656	0.1470	3.5235	0.0261	 64	"VIHA"
 62	 1	-1.0187	4.7235	3.6680	3.6680	3.4028	-0.9241	 0	   NaN	-0.3795	3.9016	0.3435	 65	"47"
 63	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.8607	0.6873	 0	   NaN	-0.3795	3.8300	0.0000	 66	"white noise video"
 64	 1	-0.4190	0.3759	0.5336	0.5336	0.1676	-1.1388	 1	7.2656	0.7132	3.5710	0.0626	 67	"VOITTO"
 65	-1	   NaN	-0.5247	-0.6240	-0.6240	-0.8257	-0.9897	 0	   NaN	-0.3795	3.6552	0.0000	 68	"47"
 66	-1	   NaN	-0.5247	-0.5580	-0.5580	-0.4422	-1.1095	 0	   NaN	-0.3795	3.5613	0.0036	 69	"white noise video"
 67	-1	   NaN	-0.5247	1.4544	1.4544	1.9021	1.0152	 1	7.4531	2.2278	3.9188	0.0728	 70	"INNOSTUNEISUUS"
 68	 0	0.9004	-0.2964	0.4630	0.4630	0.9599	1.2686	 0	   NaN	-0.3795	4.2154	0.1180	 71	"47"
 69	-1	   NaN	-0.5247	-0.5534	-0.5534	-0.7248	1.0392	 0	   NaN	-0.3795	3.8578	0.0000	 72	"white noise video"
 70	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6601	0.8173	 0	   NaN	-0.3795	3.9173	0.0038	 73	"ILO"
 71	 0	-0.7788	-0.2253	-0.3585	-0.3585	-0.1828	0.9355	 0	   NaN	-0.3795	4.1963	0.0303	 74	"47"
 72	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.3948	1.1598	 0	   NaN	-0.3795	3.8941	0.0005	 75	"white noise video"
 73	 0	1.6201	0.5062	0.7654	0.7654	0.4712	-0.0325	 0	   NaN	-0.3795	4.2768	0.0087	 76	"SURU"
 74	 0	-0.6589	-0.4056	-0.5139	-0.5139	-0.5351	0.4193	 0	   NaN	-0.3795	4.1827	0.0000	 77	"47"
 75	 0	0.6605	-0.3101	-0.1703	-0.1703	-0.2436	0.8894	 0	   NaN	-0.3795	3.8476	0.0002	 78	"white noise video"
 76	 1	-0.2991	0.3914	0.7128	0.7128	0.0867	-0.4503	 0	   NaN	-0.3795	3.8801	0.1660	 79	"EMPATIA"
 77	 3	-1.1387	0.4526	0.3069	0.3069	0.0195	-0.0881	 0	   NaN	-0.3795	3.9840	0.0487	 80	"47"
 78	-1	   NaN	-0.5247	-0.6542	-0.6542	-0.7015	0.4117	 0	   NaN	-0.3795	3.7855	0.0000	 81	"white noise video"
 79	 1	-0.2991	-0.0967	-0.1539	-0.1539	-0.4111	-1.2946	 0	   NaN	-0.3795	3.5424	0.0385	 82	"RENTOUTUNEISUUS"
 80	 1	-0.4190	0.6788	1.1002	1.1002	0.9202	-1.2129	 0	   NaN	-0.3795	3.6790	0.1400	 83	"47"
 81	 0	-1.2586	0.0377	-0.0363	-0.0363	-0.1361	-0.5412	 0	   NaN	-0.3795	3.7344	0.0668	 84	"white noise video"
 82	-1	   NaN	-0.5247	-0.2532	-0.2532	0.4656	-1.0636	 1	8.3906	2.0883	3.5518	0.0071	 85	"INHO"
 83	 3	-1.2586	0.8644	0.8879	0.8879	0.3825	-0.7774	 0	   NaN	-0.3795	3.8347	0.0656	 86	"47"
 84	-1	   NaN	-0.5247	-0.6236	-0.6236	-0.6944	-0.2999	 0	   NaN	-0.3795	3.6735	0.0000	 87	"white noise video"
 85	 0	1.2603	0.0628	2.3490	2.3490	2.3270	-0.3089	 0	   NaN	-0.3795	3.9076	0.3011	 88	"RENTOUTUNEISUUS"
 86	 1	-0.8988	1.1086	1.0759	1.0759	1.0043	0.0009	 0	   NaN	-0.3795	4.1079	0.1027	 89	"47"
 87	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6952	0.4484	 0	   NaN	-0.3795	3.8061	0.0000	 90	"white noise video"
 88	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.7392	0.5319	 0	   NaN	-0.3795	3.8301	0.0000	 91	"INNOSTUNEISUUS"
 89	 1	-0.5389	-0.1792	-0.2227	-0.2227	-0.3943	0.6401	 0	   NaN	-0.3795	3.8920	0.0045	 92	"47"
 90	-1	   NaN	-0.5247	-0.6049	-0.6049	-0.6805	0.3389	 0	   NaN	-0.3795	3.7607	0.0000	 93	"white noise video"
 91	 0	0.5406	1.3696	1.6470	1.6470	1.1322	0.6488	 1	7.1406	0.9719	3.8629	0.1143	 94	"ILO"
 92	 1	-1.2586	-0.1778	-0.1446	-0.1446	-0.3829	0.7680	 0	   NaN	-0.3795	3.9926	0.0013	 95	"47"
 93	-1	   NaN	-0.5247	-0.4677	-0.4677	-0.5209	0.8502	 0	   NaN	-0.3795	3.8570	0.0033	 96	"white noise video"
 94	 0	1.0204	1.1200	1.5640	1.5640	1.2339	-0.3977	 1	7.1406	1.3913	3.6895	0.1082	 97	"SURU"
 95	-1	   NaN	-0.5247	-0.3696	-0.3696	-0.2365	-0.3540	 0	   NaN	-0.3795	3.8809	0.0116	 98	"47"
 96	-1	   NaN	-0.5247	-0.6029	-0.6029	-0.6543	0.0128	 0	   NaN	-0.3795	3.7144	0.0004	 99	"white noise video"
 97	-1	   NaN	-0.5247	-0.3266	-0.3266	0.5535	-1.1820	 1	8.3906	2.6101	3.5498	0.0189	100	"INHO"
 98	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.8454	-0.2053	 0	   NaN	-0.3795	3.9393	0.0103	101	"47"
 99	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.8029	0.4667	 0	   NaN	-0.3795	3.8937	0.0000	102	"white noise video"
100	 0	1.3802	-0.3703	-0.4487	-0.4487	-0.4932	-1.0935	 1	8.3906	1.3575	3.5523	0.0058	103	"PELKO"
101	 1	-0.4190	-0.0283	-0.0746	-0.0746	-0.2542	-1.0525	 0	   NaN	-0.3795	3.7656	0.0471	104	"47"
102	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.7523	-0.4251	 0	   NaN	-0.3795	3.6607	0.0010	105	"white noise video"
103	 0	2.2199	-0.1318	-0.1894	-0.1894	-0.0936	-0.6714	 2	7.0781	0.2554	3.6568	0.0154	106	"VIHA"
104	-1	   NaN	-0.5247	-0.4836	-0.4836	-0.5565	-0.5603	 0	   NaN	-0.3795	3.7294	0.0059	107	"47"
105	-1	   NaN	-0.5247	-0.5907	-0.5907	-0.7752	-0.5584	 0	   NaN	-0.3795	3.6376	0.0009	108	"white noise video"
106	 0	0.9004	0.8969	1.1121	1.1121	0.8703	-0.9642	 1	7.3906	1.9149	3.5927	0.0985	109	"EMPATIA"
107	 0	-0.0592	-0.1245	0.2859	0.2859	0.5450	-0.7326	 0	   NaN	-0.3795	3.8491	0.0675	110	"47"
108	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5343	-0.1081	 0	   NaN	-0.3795	3.7109	0.0013	111	"white noise video"
109	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5650	-1.4363	 1	8.5781	3.8355	3.5136	0.0063	112	"VOITTO"
110	 0	-0.8988	1.2900	1.6046	1.6046	1.6706	-0.4337	 0	   NaN	-0.3795	3.9539	0.2669	113	"47"
111	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.7561	0.4414	 0	   NaN	-0.3795	3.7928	0.0001	114	"white noise video"
112	-1	   NaN	-0.5247	-0.5726	-0.5726	-0.6307	-1.1260	 0	   NaN	-0.3795	3.5589	0.0024	115	"INHO"
113	 1	0.5406	-0.0765	-0.1286	-0.1286	-0.5741	-1.0811	 0	   NaN	-0.3795	3.7849	0.0080	116	"47"
114	-1	   NaN	-0.5247	-0.6630	-0.6630	-0.7363	-0.5550	 0	   NaN	-0.3795	3.6356	0.0002	117	"white noise video"
115	 0	0.0608	-0.3482	-0.4082	-0.4082	-0.4211	-1.6778	 1	7.4531	-0.2236	3.4758	0.0231	118	"EMPATIA"
116	 0	-0.4190	-0.3627	-0.4732	-0.4732	-0.6019	-1.5110	 0	   NaN	-0.3795	3.5595	0.0160	119	"47"
117	 1	0.0608	0.5015	0.8498	0.8498	0.3071	-0.6106	 0	   NaN	-0.3795	3.8134	0.1144	120	"white noise video"
118	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6465	-1.3203	 0	   NaN	-0.3795	3.5386	0.0012	121	"VIHA"
119	-1	   NaN	-0.5247	-0.5919	-0.5919	-0.5785	-0.6468	 0	   NaN	-0.3795	3.8564	0.0094	122	"47"
120	-1	   NaN	-0.5247	-0.5111	-0.5111	-0.6186	-0.0709	 0	   NaN	-0.3795	3.7233	0.0011	123	"white noise video"
121	-1	   NaN	-0.5247	-0.5792	-0.5792	-0.5016	-0.9876	 0	   NaN	-0.3795	3.6516	0.0017	124	"RENTOUTUNEISUUS"
122	-1	   NaN	-0.5247	-0.6642	-0.6642	-0.6628	-0.7916	 0	   NaN	-0.3795	3.6057	0.0015	125	"47"
123	 1	0.0608	0.3810	0.4087	0.4087	0.3315	-1.1409	 1	7.4531	0.2147	3.5706	0.0500	126	"white noise video"
124	-1	   NaN	-0.5247	-0.0663	-0.0663	1.4622	-1.8163	 1	8.0156	3.1932	3.4574	0.0235	127	"SURU"
125	-1	   NaN	-0.5247	-0.5590	-0.5590	-0.5512	-0.4625	 0	   NaN	-0.3795	3.7647	0.0000	128	"47"
126	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5734	-0.7512	 0	   NaN	-0.3795	3.5988	0.0011	129	"white noise video"
127	 1	1.3802	0.6248	0.3750	0.3750	0.1536	-1.6118	 1	7.5781	0.8102	3.4862	0.0536	130	"ILO"
128	 1	0.5406	2.7101	2.3687	2.3687	1.4830	-0.9619	 1	7.0156	1.6708	3.6866	0.1538	131	"47"
129	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6876	-0.5434	 0	   NaN	-0.3795	3.6766	0.0000	132	"white noise video"
130	 0	1.5002	-0.3449	-0.2726	-0.2726	-0.3604	-1.4714	 1	7.5781	-0.2528	3.5405	0.0181	133	"PELKO"
131	 1	-1.2586	0.3147	0.2824	0.2824	0.3230	-1.1827	 0	   NaN	-0.3795	3.6573	0.0940	134	"47"
132	-1	   NaN	-0.5247	-0.6184	-0.6184	-0.5257	-1.0561	 0	   NaN	-0.3795	3.5556	0.0026	135	"white noise video"
133	 3	-1.2586	2.8349	2.0167	2.0167	1.3321	-0.5222	 0	   NaN	-0.3795	3.9068	0.2116	136	"INNOSTUNEISUUS"
134	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5454	0.6775	 0	   NaN	-0.3795	4.0343	0.0000	137	"47"
135	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6237	0.2814	 0	   NaN	-0.3795	3.7983	0.0005	138	"white noise video"
136	-1	   NaN	-0.5247	-0.5214	-0.5214	-0.3705	-0.5684	 0	   NaN	-0.3795	3.7136	0.0017	139	"VOITTO"
137	 3	-0.7788	5.2942	5.0022	5.0022	3.1571	1.0247	 0	   NaN	-0.3795	4.1057	0.3886	140	"47"
138	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.4700	3.0175	 0	   NaN	-0.3795	4.2430	0.0000	141	"white noise video"
139	 0	-0.6589	-0.3906	-0.4738	-0.4738	-0.5119	0.2292	 0	   NaN	-0.3795	3.7580	0.0131	142	"INNOSTUNEISUUS"
140	 0	0.1807	-0.1099	0.6087	0.6087	1.0318	1.4138	 0	   NaN	-0.3795	4.2153	0.1437	143	"47"
141	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.4936	2.1595	 0	   NaN	-0.3795	4.0654	0.0000	144	"white noise video"
142	-1	   NaN	-0.5247	-0.5646	-0.5646	-0.6386	0.9414	 0	   NaN	-0.3795	3.8450	0.0008	145	"SURU"
143	 1	-0.7788	1.3259	1.9852	1.9852	1.9903	0.7805	 0	   NaN	-0.3795	4.1230	0.2459	146	"47"
144	-1	   NaN	-0.5247	-0.6162	-0.6162	-0.5708	1.9254	 0	   NaN	-0.3795	4.0289	0.0000	147	"white noise video"
145	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.6722	-0.4811	 0	   NaN	-0.3795	3.6779	0.0026	148	"RENTOUTUNEISUUS"
146	 0	-1.2586	-0.3757	-0.3275	-0.3275	-0.5575	1.5451	 0	   NaN	-0.3795	4.3276	0.0000	149	"47"
147	-1	   NaN	-0.5247	-0.5217	-0.5217	-0.4544	1.1777	 0	   NaN	-0.3795	3.8791	0.0005	150	"white noise video"
148	 3	-1.0187	1.9626	1.8455	1.8455	0.9022	-0.2018	 0	   NaN	-0.3795	3.7841	0.1529	151	"VOITTO"
149	 1	-0.5389	0.5087	0.6694	0.6694	0.0836	0.1569	 0	   NaN	-0.3795	4.0109	0.0901	152	"47"
150	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.8426	1.4924	 0	   NaN	-0.3795	4.0166	0.0000	153	"white noise video"
151	 1	-1.2586	0.7099	0.6026	0.6026	0.2504	0.4334	 0	   NaN	-0.3795	4.1293	0.0848	154	"INHO"
152	 0	1.3802	-0.3259	-0.3421	-0.3421	-0.5039	1.0529	 0	   NaN	-0.3795	4.0520	0.0000	155	"47"
153	-1	   NaN	-0.5247	-0.4738	-0.4738	-0.6402	0.7641	 0	   NaN	-0.3795	3.8364	0.0000	156	"white noise video"
154	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.5724	0.5339	 0	   NaN	-0.3795	3.8082	0.0004	157	"VIHA"
155	 1	-0.4190	0.7653	1.8254	1.8254	2.2079	1.3994	 0	   NaN	-0.3795	4.2655	0.2203	158	"47"
156	 0	-0.1791	-0.2752	0.0361	0.0361	0.2661	1.6378	 0	   NaN	-0.3795	4.1172	0.0677	159	"white noise video"
157	-1	   NaN	-0.5247	-0.4952	-0.4952	-0.6399	1.5074	 1	8.3281	3.3386	3.9724	0.0035	160	"EMPATIA"
158	 0	-1.1387	4.8080	3.5881	3.5881	3.9409	1.7636	 0	   NaN	-0.3795	4.2794	0.3821	161	"47"
159	-1	   NaN	-0.5247	-0.6599	-0.6599	-0.5684	2.4375	 0	   NaN	-0.3795	4.0779	0.0000	162	"white noise video"
160	-1	   NaN	-0.5247	-0.6492	-0.6492	-0.8423	0.0736	 0	   NaN	-0.3795	3.7504	0.0003	163	"ILO"
161	 1	0.3007	-0.0979	0.2748	0.2748	0.1424	0.2980	 0	   NaN	-0.3795	3.9693	0.1150	164	"47"
162	-1	   NaN	-0.5247	-0.6326	-0.6326	-0.7193	0.5294	 0	   NaN	-0.3795	3.8076	0.0002	165	"white noise video"
163	-1	   NaN	-0.5247	-0.6646	-0.6646	-0.7367	-0.1786	 0	   NaN	-0.3795	3.8075	0.0000	166	"PELKO"
164	 1	-0.0592	0.1022	0.4644	0.4644	0.7116	0.2903	 0	   NaN	-0.3795	3.9519	0.1275	167	"47"
