Event.Nr	CDA.nSCR	CDA.Latency	CDA.AmpSum	CDA.SCR	CDA.ISCR	CDA.PhasicMax	CDA.Tonic	TTP.nSCR	TTP.Latency	TTP.AmpSum	Global.Mean	Global.MaxDeflection	Event.NID	Event.Name
 57	-1	   NaN	-0.4915	-0.5776	-0.5776	-0.5968	0.3783	 0	   NaN	-0.2606	3.7768	0.0000	 60	"white noise video"
 58	 2	-0.4490	1.3101	0.9686	0.9686	0.8507	-1.1101	 0	   NaN	-0.2606	3.6513	0.0905	 61	"PELKO"
 59	-1	   NaN	-0.4915	-0.3370	-0.3370	-0.1048	-0.6049	 0	   NaN	-0.2606	3.8724	0.0108	 62	"47"
 60	-1	   NaN	-0.4915	-0.4926	-0.4926	-0.5303	-0.1150	 0	   NaN	-0.2606	3.7063	0.0003	 63	"white noise video"
 61	-1	   NaN	-0.4915	-0.3618	-0.3618	-0.1023	-1.4152	 0	   NaN	-0.2606	3.5708	0.0395	 64	"VIHA"
 62	 0	-0.3141	-0.1130	0.2283	0.2283	0.3280	-0.7083	 0	   NaN	-0.2606	4.1108	0.0634	 65	"47"
 63	-1	   NaN	-0.4915	-0.5198	-0.5198	-0.5901	0.5464	 0	   NaN	-0.2606	3.7928	0.0000	 66	"white noise video"
 64	 1	-0.8536	0.2828	0.1994	0.1994	0.3107	-1.2383	 0	   NaN	-0.2606	3.6645	0.0792	 67	"VOITTO"
 65	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7248	-1.0642	 0	   NaN	-0.2606	3.6228	0.0000	 68	"47"
 66	-1	   NaN	-0.4915	-0.5439	-0.5439	-0.6687	-1.3229	 0	   NaN	-0.2606	3.5495	0.0012	 69	"white noise video"
 67	 0	-1.3931	3.1127	2.2096	2.2096	2.0883	1.1868	 0	   NaN	-0.2606	4.1181	0.2488	 70	"INNOSTUNEISUUS"
 68	 0	-0.3141	-0.1799	-0.3409	-0.3409	-0.3922	1.3206	 0	   NaN	-0.2606	4.2132	0.0000	 71	"47"
 69	 0	1.9787	-0.3383	-0.2593	-0.2593	-0.2340	0.6925	 0	   NaN	-0.2606	3.8180	0.0004	 72	"white noise video"
 70	-1	   NaN	-0.4915	-0.4824	-0.4824	-0.3832	0.8668	 0	   NaN	-0.2606	3.8908	0.0028	 73	"ILO"
 71	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6252	0.9525	 0	   NaN	-0.2606	4.1103	0.0000	 74	"47"
 72	 0	1.5741	-0.3783	-0.3686	-0.3686	-0.3061	0.9664	 0	   NaN	-0.2606	3.8597	0.0002	 75	"white noise video"
 73	 1	-0.3141	0.0369	0.0702	0.0702	0.2152	0.1795	 0	   NaN	-0.2606	4.2257	0.0000	 76	"SURU"
 74	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7372	0.7543	 0	   NaN	-0.2606	4.0704	0.0000	 77	"47"
 75	 2	-1.3931	0.1697	0.0616	0.0616	-0.2424	0.3864	 0	   NaN	-0.2606	3.8185	0.0000	 78	"white noise video"
 76	 2	-1.1233	0.4152	0.3048	0.3048	0.0969	-0.1697	 0	   NaN	-0.2606	3.9840	0.0487	 79	"EMPATIA"
 77	 0	0.2254	-0.3222	-0.3726	-0.3726	-0.6301	0.1823	 0	   NaN	-0.2606	3.9895	0.0004	 80	"47"
 78	-1	   NaN	-0.4915	-0.5763	-0.5763	-0.5910	0.2236	 0	   NaN	-0.2606	3.7534	0.0000	 81	"white noise video"
 79	 2	-0.9884	1.3255	1.4603	1.4603	1.0391	-1.3807	 0	   NaN	-0.2606	3.6081	0.1199	 82	"RENTOUTUNEISUUS"
 80	 1	-1.1233	-0.1306	-0.2489	-0.2489	-0.3170	-1.2566	 0	   NaN	-0.2606	3.7553	0.0169	 83	"47"
 81	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6385	-0.5870	 0	   NaN	-0.2606	3.7457	0.0001	 84	"white noise video"
 82	 1	0.0905	1.8977	1.9133	1.9133	1.6615	-1.1478	 0	   NaN	-0.2606	3.6500	0.1973	 85	"INHO"
 83	-1	   NaN	-0.4915	-0.4761	-0.4761	-0.4492	-0.6398	 0	   NaN	-0.2606	3.8729	0.0048	 86	"47"
 84	 0	1.1695	-0.3625	-0.3060	-0.3060	-0.3683	-0.5460	 0	   NaN	-0.2606	3.6560	0.0020	 87	"white noise video"
 85	 1	-0.8536	1.0239	1.0247	1.0247	1.1271	-0.0766	 0	   NaN	-0.2606	4.1079	0.1027	 88	"RENTOUTUNEISUUS"
 86	 0	-0.8536	-0.1956	-0.1930	-0.1930	-0.0368	0.1733	 0	   NaN	-0.2606	4.1186	0.0000	 89	"47"
 87	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.5530	0.3418	 0	   NaN	-0.2606	3.7777	0.0000	 90	"white noise video"
 88	 1	-0.1792	0.5661	0.6386	0.6386	0.2815	0.5468	 1	9.3281	0.5908	3.8371	0.0725	 91	"INNOSTUNEISUUS"
 89	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.5846	0.5770	 0	   NaN	-0.2606	3.8774	0.0006	 92	"47"
 90	-1	   NaN	-0.4915	-0.4540	-0.4540	-0.4399	0.1262	 0	   NaN	-0.2606	3.7430	0.0002	 93	"white noise video"
 91	 1	-0.3141	-0.1838	-0.1134	-0.1134	-0.3122	0.6632	 0	   NaN	-0.2606	3.9875	0.0600	 94	"ILO"
 92	 0	-1.3931	-0.2891	-0.2679	-0.2679	-0.3178	0.7711	 0	   NaN	-0.2606	3.9680	0.0001	 95	"47"
 93	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7078	0.8016	 0	   NaN	-0.2606	3.8536	0.0014	 96	"white noise video"
 94	 2	-1.2582	0.9183	0.6576	0.6576	0.4943	-0.4994	 0	   NaN	-0.2606	3.8340	0.1087	 97	"SURU"
 95	-1	   NaN	-0.4915	-0.4209	-0.4209	-0.6303	-0.3377	 0	   NaN	-0.2606	3.8381	0.0000	 98	"47"
 96	-1	   NaN	-0.4915	-0.4152	-0.4152	-0.6762	-0.2131	 0	   NaN	-0.2606	3.7002	0.0006	 99	"white noise video"
 97	 1	-0.4490	2.4812	2.5789	2.5789	2.4928	-0.9678	 0	   NaN	-0.2606	3.7033	0.2821	100	"INHO"
 98	 1	-0.7187	-0.2029	-0.1828	-0.1828	-0.3900	0.0642	 0	   NaN	-0.2606	3.9009	0.0001	101	"47"
 99	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.8053	0.3803	 0	   NaN	-0.2606	3.8249	0.0000	102	"white noise video"
100	 2	-0.8536	1.7099	1.0884	1.0884	0.7842	-1.2543	 0	   NaN	-0.2606	3.5868	0.0878	103	"PELKO"
101	-1	   NaN	-0.4915	-0.5292	-0.5292	-0.3456	-1.0283	 0	   NaN	-0.2606	3.7633	0.0007	104	"47"
102	-1	   NaN	-0.4915	-0.5419	-0.5419	-0.5229	-0.5833	 0	   NaN	-0.2606	3.6455	0.0028	105	"white noise video"
103	 1	0.4951	0.0626	0.2434	0.2434	0.1080	-0.7228	 0	   NaN	-0.2606	3.6964	0.0581	106	"VIHA"
104	-1	   NaN	-0.4915	-0.5943	-0.5943	-0.5617	-0.6159	 0	   NaN	-0.2606	3.7098	0.0000	107	"47"
105	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6153	-0.7162	 0	   NaN	-0.2606	3.6271	0.0017	108	"white noise video"
106	 2	-1.1233	1.2612	1.0876	1.0876	0.9647	-0.9725	 0	   NaN	-0.2606	3.7328	0.1290	109	"EMPATIA"
107	-1	   NaN	-0.4915	-0.4748	-0.4748	-0.3445	-0.6994	 0	   NaN	-0.2606	3.8448	0.0000	110	"47"
108	-1	   NaN	-0.4915	-0.5215	-0.5215	-0.5393	-0.2522	 0	   NaN	-0.2606	3.6859	0.0004	111	"white noise video"
109	 2	0.0905	0.3251	0.2180	0.2180	-0.0119	-1.3894	 0	   NaN	-0.2606	3.5422	0.0751	112	"VOITTO"
110	 0	-0.4490	-0.3098	-0.5209	-0.5209	-0.3220	-0.0872	 0	   NaN	-0.2606	4.0595	0.0080	113	"47"
111	-1	   NaN	-0.4915	-0.5779	-0.5779	-0.2732	0.3331	 1	10.9531	0.2125	3.7692	0.0001	114	"white noise video"
112	 2	-0.3141	1.5693	1.3485	1.3485	0.5872	-1.2827	 1	9.2031	1.8557	3.5927	0.1029	115	"INHO"
113	-1	   NaN	-0.4915	-0.4663	-0.4663	-0.6904	-1.0716	 0	   NaN	-0.2606	3.7588	0.0000	116	"47"
114	-1	   NaN	-0.4915	-0.4207	-0.4207	-0.5622	-0.7746	 0	   NaN	-0.2606	3.6176	0.0007	117	"white noise video"
115	 0	1.1695	-0.2421	-0.1615	-0.1615	-0.0557	-1.8077	 1	10.0156	0.1609	3.4970	0.0242	118	"EMPATIA"
116	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.8790	-1.5613	 0	   NaN	-0.2606	3.5567	0.0001	119	"47"
117	 1	-0.7187	0.9637	1.0674	1.0674	0.9804	-0.4677	 0	   NaN	-0.2606	3.9302	0.1101	120	"white noise video"
118	 0	0.6300	-0.3779	0.1472	0.1472	1.3652	-1.4005	 1	9.8281	2.7940	3.5357	0.0270	121	"VIHA"
119	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6785	-0.4596	 0	   NaN	-0.2606	3.8143	0.0000	122	"47"
120	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7638	-0.1908	 0	   NaN	-0.2606	3.7116	0.0014	123	"white noise video"
121	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7826	-0.9824	 0	   NaN	-0.2606	3.6311	0.0000	124	"RENTOUTUNEISUUS"
122	-1	   NaN	-0.4915	-0.5588	-0.5588	-0.5007	-0.9699	 0	   NaN	-0.2606	3.5929	0.0017	125	"47"
123	 1	0.3603	-0.2137	-0.2029	-0.2029	-0.2883	-1.2924	 0	   NaN	-0.2606	3.6245	0.0286	126	"white noise video"
124	 1	-0.1792	3.2985	3.2810	3.2810	2.6431	-1.6755	 0	   NaN	-0.2606	3.6337	0.3234	127	"SURU"
125	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7495	-0.5419	 0	   NaN	-0.2606	3.7137	0.0000	128	"47"
126	-1	   NaN	-0.4915	-0.5525	-0.5525	-0.5915	-0.9936	 0	   NaN	-0.2606	3.5799	0.0010	129	"white noise video"
127	-1	   NaN	-0.4915	-0.1842	-0.1842	0.2124	-1.5224	 0	   NaN	-0.2606	3.5910	0.0980	130	"ILO"
128	 0	2.1136	-0.3439	0.3605	0.3605	0.9176	-0.8590	 0	   NaN	-0.2606	3.8723	0.1108	131	"47"
129	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6838	-0.6766	 0	   NaN	-0.2606	3.6407	0.0000	132	"white noise video"
130	-1	   NaN	-0.4915	-0.5028	-0.5028	-0.4862	-1.5205	 0	   NaN	-0.2606	3.5584	0.0087	133	"PELKO"
131	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7425	-1.2134	 0	   NaN	-0.2606	3.6879	0.0007	134	"47"
132	-1	   NaN	-0.4915	-0.4523	-0.4523	-0.4637	-1.3185	 0	   NaN	-0.2606	3.5378	0.0017	135	"white noise video"
133	 0	0.8998	-0.2298	0.4017	0.4017	0.4836	-0.0988	 0	   NaN	-0.2606	4.0756	0.0954	136	"INNOSTUNEISUUS"
134	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7994	0.9065	 0	   NaN	-0.2606	3.9511	0.0000	137	"47"
135	-1	   NaN	-0.4915	-0.5433	-0.5433	-0.3125	0.2267	 1	10.5781	1.8416	3.7668	0.0017	138	"white noise video"
136	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.5150	-0.6223	 0	   NaN	-0.2606	3.6921	0.0013	139	"VOITTO"
137	 1	-0.1792	3.2663	3.6511	3.6511	3.0334	1.5823	 0	   NaN	-0.2606	4.4951	0.3078	140	"47"
138	 0	-1.3931	-0.3830	-0.5275	-0.5275	-0.3371	3.1288	 0	   NaN	-0.2606	4.1822	0.0000	141	"white noise video"
139	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6611	0.1439	 0	   NaN	-0.2606	3.7555	0.0013	142	"INNOSTUNEISUUS"
140	-1	   NaN	-0.4915	-0.6048	-0.6048	-1.0427	1.9189	 0	   NaN	-0.2606	4.2490	0.0013	143	"47"
141	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7418	1.9973	 0	   NaN	-0.2606	4.0059	0.0000	144	"white noise video"
142	 1	0.8998	0.5329	0.5745	0.5745	0.6887	0.7652	 1	9.8906	3.4418	3.8391	0.0391	145	"SURU"
143	 2	-0.8536	0.4894	0.2549	0.2549	0.5572	0.9313	 1	10.8906	0.3191	4.2275	0.0103	146	"47"
144	-1	   NaN	-0.4915	-0.3980	-0.3980	-0.3887	1.7212	 0	   NaN	-0.2606	3.9748	0.0000	147	"white noise video"
145	 0	2.6531	4.4885	3.3595	3.3595	4.7551	-0.2398	 1	9.6406	6.3281	3.7153	0.1917	148	"RENTOUTUNEISUUS"
146	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6558	1.7000	 0	   NaN	-0.2606	4.1983	0.0000	149	"47"
147	-1	   NaN	-0.4915	-0.5167	-0.5167	-0.4615	0.9132	 0	   NaN	-0.2606	3.8487	0.0001	150	"white noise video"
148	 1	-0.3141	0.4622	0.8289	0.8289	0.4079	-0.0811	 0	   NaN	-0.2606	3.9534	0.1319	151	"VOITTO"
149	 0	-1.3931	-0.2751	-0.6048	-0.6048	-0.2983	0.5173	 0	   NaN	-0.2606	4.0583	0.0131	152	"47"
150	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.5762	1.3501	 0	   NaN	-0.2606	3.9320	0.0000	153	"white noise video"
151	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.6276	0.6907	 0	   NaN	-0.2606	4.1282	0.0000	154	"INHO"
152	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.7697	1.2766	 0	   NaN	-0.2606	4.0152	0.0000	155	"47"
153	-1	   NaN	-0.4915	-0.4824	-0.4824	-0.5566	0.4970	 0	   NaN	-0.2606	3.8142	0.0001	156	"white noise video"
154	-1	   NaN	-0.4915	-0.6048	-0.6048	-0.3913	0.4332	 1	10.8281	2.2290	3.7825	0.0013	157	"VIHA"
155	 0	-0.7187	-0.3322	-0.5267	-0.5267	-0.3267	1.6690	 0	   NaN	-0.2606	4.3390	0.0044	158	"47"
156	-1	   NaN	-0.4915	-0.5464	-0.5464	-0.4309	1.5173	 0	   NaN	-0.2606	4.1018	0.0000	159	"white noise video"
157	 0	1.0346	4.4563	4.7895	4.7895	4.1990	1.6785	 0	   NaN	-0.2606	4.0860	0.3190	160	"EMPATIA"
158	 0	-0.1792	-0.2934	-0.4132	-0.4132	-0.2443	1.9598	 0	   NaN	-0.2606	4.4499	0.0134	161	"47"
159	-1	   NaN	-0.4915	-0.4832	-0.4832	-0.6436	2.2097	 0	   NaN	-0.2606	4.0211	0.0000	162	"white noise video"
160	 0	0.3603	-0.3074	0.2758	0.2758	1.2799	0.0500	 1	9.7031	2.2154	3.7461	0.0305	163	"ILO"
161	-1	   NaN	-0.4915	-0.4677	-0.4677	-0.7086	0.3832	 0	   NaN	-0.2606	3.9965	0.0002	164	"47"
162	-1	   NaN	-0.4915	-0.5480	-0.5480	-0.5819	0.3906	 0	   NaN	-0.2606	3.7869	0.0008	165	"white noise video"
163	-1	   NaN	-0.4915	-0.0001	-0.0001	0.6556	-0.0888	 1	10.4531	1.9239	3.7719	0.0095	166	"PELKO"
164	 0	0.3603	-0.3112	-0.3648	-0.3648	-0.1795	0.4102	 0	   NaN	-0.2606	4.0048	0.0056	167	"47"
