Event.Nr	CDA.nSCR	CDA.Latency	CDA.AmpSum	CDA.SCR	CDA.ISCR	CDA.PhasicMax	CDA.Tonic	TTP.nSCR	TTP.Latency	TTP.AmpSum	Global.Mean	Global.MaxDeflection	Event.NID	Event.Name
 63	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5656	0.0606	 0	   NaN	-0.2866	4.0600	0.0000	 66	"white noise video"
 64	-1	   NaN	-0.3616	-0.3628	-0.3628	-0.2265	-0.7921	 0	   NaN	-0.2866	3.5666	0.0039	 67	"VOITTO"
 65	 2	-0.3914	0.6005	0.7776	0.7776	0.4676	-0.8713	 1	1.2656	0.6555	3.5710	0.0626	 68	"47"
 66	-1	   NaN	-0.3616	-0.4198	-0.4198	-0.4598	-0.6690	 0	   NaN	-0.2866	3.5989	0.0003	 69	"white noise video"
 67	 2	-1.2789	0.8118	0.6928	0.6928	0.5914	0.2546	 0	   NaN	-0.2866	4.0698	0.0226	 70	"INNOSTUNEISUUS"
 68	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.8139	0.7899	 0	   NaN	-0.2866	3.9994	0.0000	 71	"47"
 69	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7444	1.5325	 0	   NaN	-0.2866	4.0490	0.0000	 72	"white noise video"
 70	-1	   NaN	-0.3616	-0.2941	-0.2941	-0.1876	0.1546	 0	   NaN	-0.2866	3.9798	0.0226	 73	"ILO"
 71	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.4063	1.1372	 0	   NaN	-0.2866	3.8747	0.0018	 74	"47"
 72	 1	1.9383	-0.1878	-0.2500	-0.2500	-0.3209	1.2644	 0	   NaN	-0.2866	4.0070	0.0000	 75	"white noise video"
 73	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.2577	-0.1090	 0	   NaN	-0.2866	3.6704	0.0021	 76	"SURU"
 74	 1	-1.1680	6.2106	5.3331	5.3331	5.5571	-0.0094	 0	   NaN	-0.2866	3.9798	0.4520	 77	"47"
 75	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7659	1.3267	 0	   NaN	-0.2866	3.9804	0.0000	 78	"white noise video"
 76	-1	   NaN	-0.3616	-0.4498	-0.4498	-0.6445	-0.5938	 0	   NaN	-0.2866	3.6112	0.0000	 79	"EMPATIA"
 77	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.6578	-0.6012	 0	   NaN	-0.2866	3.5992	0.0004	 80	"47"
 78	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7103	0.7450	 0	   NaN	-0.2866	3.8971	0.0000	 81	"white noise video"
 79	-1	   NaN	-0.3616	-0.3233	-0.3233	-0.2269	-1.0639	 0	   NaN	-0.2866	3.5383	0.0071	 82	"RENTOUTUNEISUUS"
 80	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.6649	-1.0672	 0	   NaN	-0.2866	3.5263	0.0010	 83	"47"
 81	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.3771	-0.6650	 0	   NaN	-0.2866	3.6967	0.0000	 84	"white noise video"
 82	-1	   NaN	-0.3616	-0.4174	-0.4174	-0.2376	-0.6672	 0	   NaN	-0.2866	3.5892	0.0021	 85	"INHO"
 83	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.6003	-0.7904	 0	   NaN	-0.2866	3.5556	0.0006	 86	"47"
 84	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5045	0.0078	 0	   NaN	-0.2866	3.7872	0.0000	 87	"white noise video"
 85	-1	   NaN	-0.3616	-0.3893	-0.3893	-0.3974	-0.6682	 0	   NaN	-0.2866	3.6603	0.0001	 88	"RENTOUTUNEISUUS"
 86	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5603	-0.5611	 0	   NaN	-0.2866	3.6366	0.0003	 89	"47"
 87	-1	   NaN	-0.3616	-0.2404	-0.2404	-0.1644	0.6431	 0	   NaN	-0.2866	3.9772	0.0000	 90	"white noise video"
 88	 1	-0.8352	-0.2123	-0.4345	-0.4345	-0.1698	0.5627	 0	   NaN	-0.2866	4.0781	0.0000	 91	"INNOSTUNEISUUS"
 89	 1	1.4945	0.2228	0.2171	0.2171	0.4883	0.7867	 1	2.3281	0.3181	3.8182	0.0188	 92	"47"
 90	-1	   NaN	-0.3616	-0.4302	-0.4302	-0.3431	0.8162	 0	   NaN	-0.2866	3.8393	0.0000	 93	"white noise video"
 91	-1	   NaN	-0.3616	-0.2995	-0.2995	-0.2728	0.9737	 0	   NaN	-0.2866	3.8775	0.0002	 94	"ILO"
 92	-1	   NaN	-0.3616	-0.4451	-0.4451	-0.4504	0.8396	 0	   NaN	-0.2866	3.8343	0.0011	 95	"47"
 93	-1	   NaN	-0.3616	-0.3708	-0.3708	-0.3046	1.0457	 0	   NaN	-0.2866	3.9319	0.0000	 96	"white noise video"
 94	-1	   NaN	-0.3616	-0.4371	-0.4371	-0.4961	-0.0317	 0	   NaN	-0.2866	3.6781	0.0012	 97	"SURU"
 95	-1	   NaN	-0.3616	-0.4322	-0.4322	-0.4688	-0.1188	 0	   NaN	-0.2866	3.6576	0.0015	 98	"47"
 96	-1	   NaN	-0.3616	-0.4376	-0.4376	-0.5050	0.1933	 0	   NaN	-0.2866	3.7776	0.0000	 99	"white noise video"
 97	 1	1.9383	-0.1855	-0.1150	-0.1150	-0.3026	-0.9575	 0	   NaN	-0.2866	3.5595	0.0020	100	"INHO"
 98	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7466	-1.0117	 0	   NaN	-0.2866	3.5497	0.0025	101	"47"
 99	-1	   NaN	-0.3616	-0.3277	-0.3277	-0.4206	0.5626	 0	   NaN	-0.2866	3.8756	0.0000	102	"white noise video"
100	-1	   NaN	-0.3616	-0.4361	-0.4361	-0.2789	-0.6604	 0	   NaN	-0.2866	3.5865	0.0025	103	"PELKO"
101	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5257	-0.8034	 0	   NaN	-0.2866	3.5560	0.0016	104	"47"
102	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.3574	-0.4643	 0	   NaN	-0.2866	3.7187	0.0000	105	"white noise video"
103	-1	   NaN	-0.3616	-0.3465	-0.3465	-0.3256	-0.5309	 0	   NaN	-0.2866	3.6611	0.0008	106	"VIHA"
104	 1	-0.1695	-0.1392	-0.0894	-0.0894	0.0307	-0.4635	 1	1.5156	-0.1664	3.6386	0.0186	107	"47"
105	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5272	-0.2396	 0	   NaN	-0.2866	3.6809	0.0000	108	"white noise video"
106	-1	   NaN	-0.3616	-0.3147	-0.3147	-0.2740	-0.8468	 0	   NaN	-0.2866	3.5872	0.0031	109	"EMPATIA"
107	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.3632	-0.7879	 0	   NaN	-0.2866	3.5671	0.0037	110	"47"
108	-1	   NaN	-0.3616	-0.4223	-0.4223	-0.2270	-0.1196	 0	   NaN	-0.2866	3.7628	0.0000	111	"white noise video"
109	 1	-0.7242	-0.2219	-0.1880	-0.1880	-0.1683	-1.0841	 0	   NaN	-0.2866	3.5328	0.0107	112	"VOITTO"
110	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.3315	-1.1604	 1	2.5781	3.3479	3.5136	0.0063	113	"47"
111	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7799	0.5845	 0	   NaN	-0.2866	3.9105	0.0000	114	"white noise video"
112	-1	   NaN	-0.3616	-0.2661	-0.2661	-0.4113	-0.7307	 0	   NaN	-0.2866	3.5846	0.0021	115	"INHO"
113	-1	   NaN	-0.3616	-0.3604	-0.3604	-0.4032	-0.8589	 0	   NaN	-0.2866	3.5589	0.0024	116	"47"
114	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5848	-0.5229	 0	   NaN	-0.2866	3.7135	0.0000	117	"white noise video"
115	-1	   NaN	-0.3616	-0.3931	-0.3931	-0.3143	-1.3627	 0	   NaN	-0.2866	3.4744	0.0034	118	"EMPATIA"
116	-1	   NaN	-0.3616	-0.3443	-0.3443	-0.4578	-1.3852	 0	   NaN	-0.2866	3.4870	0.0172	119	"47"
117	 1	1.0508	0.6805	0.8157	0.8157	0.8754	-0.9376	 1	1.3906	2.6318	3.5536	0.0688	120	"white noise video"
118	-1	   NaN	-0.3616	-0.3010	-0.3010	-0.2815	-0.9060	 0	   NaN	-0.2866	3.5735	0.0018	121	"VIHA"
119	 1	2.1601	-0.2308	-0.4552	-0.4552	-0.2979	-1.0340	 1	2.8281	1.8832	3.5338	0.0008	122	"47"
120	-1	   NaN	-0.3616	-0.3455	-0.3455	-0.2209	0.0623	 0	   NaN	-0.2866	3.7647	0.0000	123	"white noise video"
121	 3	-0.8352	0.4911	0.4954	0.4954	0.1996	-0.9914	 0	   NaN	-0.2866	3.6586	0.0823	124	"RENTOUTUNEISUUS"
122	-1	   NaN	-0.3616	-0.3673	-0.3673	-0.2624	-0.7245	 0	   NaN	-0.2866	3.6516	0.0017	125	"47"
123	-1	   NaN	-0.3616	-0.3560	-0.3560	-0.2816	-0.6852	 0	   NaN	-0.2866	3.5800	0.0023	126	"white noise video"
124	-1	   NaN	-0.3616	-0.1929	-0.1929	-0.3844	-1.5836	 0	   NaN	-0.2866	3.4789	0.0014	127	"SURU"
125	 2	-0.7242	0.4074	0.5478	0.5478	0.3749	-0.8817	 0	   NaN	-0.2866	3.8928	0.1141	128	"47"
126	-1	   NaN	-0.3616	-0.4259	-0.4259	-0.3489	-0.2329	 0	   NaN	-0.2866	3.6742	0.0000	129	"white noise video"
127	-1	   NaN	-0.3616	-0.3869	-0.3869	-0.7146	-1.5395	 0	   NaN	-0.2866	3.5023	0.0006	130	"ILO"
128	-1	   NaN	-0.3616	-0.4484	-0.4484	-0.3343	-1.4106	 1	2.5781	0.7392	3.4760	0.0054	131	"47"
129	-1	   NaN	-0.3616	-0.3805	-0.3805	-0.4013	-0.3669	 0	   NaN	-0.2866	3.8761	0.0000	132	"white noise video"
130	 2	0.8289	0.2055	0.2195	0.2195	0.0526	-1.3899	 1	1.3906	0.0891	3.4810	0.0285	133	"PELKO"
131	 1	1.3836	-0.1696	-0.0518	-0.0518	-0.1084	-1.1946	 1	1.5781	-0.1774	3.5405	0.0181	134	"47"
132	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5920	-0.7036	 0	   NaN	-0.2866	3.6237	0.0000	135	"white noise video"
133	 3	-0.7242	0.8427	0.5657	0.5657	0.4191	-1.1336	 0	   NaN	-0.2866	3.5935	0.0750	136	"INNOSTUNEISUUS"
134	 3	-0.8352	2.8898	2.6809	2.6809	1.7376	-0.4874	 0	   NaN	-0.2866	3.7991	0.1992	137	"47"
135	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5791	0.9855	 0	   NaN	-0.2866	3.8172	0.0000	138	"white noise video"
136	 3	-1.1680	0.7524	0.7198	0.7198	0.3076	-0.2242	 0	   NaN	-0.2866	3.6874	0.0565	139	"VOITTO"
137	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5318	-0.1873	 1	2.3281	6.3526	3.6872	0.0050	140	"47"
138	 2	-1.0570	0.6444	0.4560	0.4560	0.4675	2.4080	 0	   NaN	-0.2866	4.6821	0.0016	141	"white noise video"
139	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.4613	0.5596	 0	   NaN	-0.2866	3.7989	0.0000	142	"INNOSTUNEISUUS"
140	 1	1.6055	0.1439	0.0824	0.0824	0.5827	0.4731	 1	2.3906	3.0997	3.7533	0.0209	143	"47"
141	 2	-0.6133	0.9417	1.0793	1.0793	0.8171	2.4819	 1	1.3906	0.0830	4.1622	0.0405	144	"white noise video"
142	-1	   NaN	-0.3616	-0.3446	-0.3446	-0.4031	1.4011	 0	   NaN	-0.2866	3.9260	0.0010	145	"SURU"
143	-1	   NaN	-0.3616	-0.3592	-0.3592	-0.4118	1.2229	 0	   NaN	-0.2866	3.8557	0.0001	146	"47"
144	 2	-0.3914	0.3230	0.4082	0.4082	0.4259	1.6440	 0	   NaN	-0.2866	4.2682	0.0351	147	"white noise video"
145	 2	-0.3914	-0.0830	-0.1264	-0.1264	-0.1864	-0.0495	 0	   NaN	-0.2866	3.7030	0.0018	148	"RENTOUTUNEISUUS"
146	 2	0.2742	6.5580	6.4173	6.4173	5.1627	0.3228	 0	   NaN	-0.2866	3.8926	0.4778	149	"47"
147	-1	   NaN	-0.3616	-0.4221	-0.4221	-0.4483	1.8533	 0	   NaN	-0.2866	4.0344	0.0000	150	"white noise video"
148	 1	0.1633	-0.2265	-0.1894	-0.1894	-0.1189	-0.0315	 0	   NaN	-0.2866	3.7240	0.0167	151	"VOITTO"
149	-1	   NaN	-0.3616	-0.4300	-0.4300	-0.3816	-0.0260	 0	   NaN	-0.2866	3.7087	0.0002	152	"47"
150	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.0734	1.2150	 0	   NaN	-0.2866	4.0083	0.0000	153	"white noise video"
151	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.7385	0.3402	 0	   NaN	-0.2866	3.7641	0.0000	154	"INHO"
152	 2	-1.2789	3.7430	2.9300	2.9300	2.9274	0.4545	 0	   NaN	-0.2866	3.9450	0.2722	155	"47"
153	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.3859	1.5658	 0	   NaN	-0.2866	3.9392	0.0000	156	"white noise video"
154	-1	   NaN	-0.3616	-0.3810	-0.3810	-0.3751	0.8511	 0	   NaN	-0.2866	3.9552	0.0000	157	"VIHA"
155	 2	0.1633	2.3061	2.5316	2.5316	2.0993	0.7605	 0	   NaN	-0.2866	3.8314	0.1696	158	"47"
156	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5727	2.0194	 0	   NaN	-0.2866	4.1432	0.0000	159	"white noise video"
157	 2	-0.3914	0.0897	0.0857	0.0857	0.0213	1.1812	 0	   NaN	-0.2866	4.1577	0.0141	160	"EMPATIA"
158	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.5421	1.4477	 0	   NaN	-0.2866	4.0516	0.0000	161	"47"
159	 2	0.9398	0.2245	0.0748	0.0748	0.1598	2.3980	 0	   NaN	-0.2866	4.2622	0.0000	162	"white noise video"
160	 2	-0.3914	0.1313	0.1415	0.1415	-0.0700	0.3914	 1	1.3906	-0.0168	3.7423	0.0263	163	"ILO"
161	-1	   NaN	-0.3616	-0.4107	-0.4107	-0.5651	0.3055	 0	   NaN	-0.2866	3.7588	0.0001	164	"47"
162	-1	   NaN	-0.3616	-0.4552	-0.4552	-0.6649	0.7688	 0	   NaN	-0.2866	3.9341	0.0000	165	"white noise video"
163	 2	-0.8352	2.1538	2.2578	2.2578	1.9227	-0.1388	 0	   NaN	-0.2866	3.7625	0.1777	166	"PELKO"
164	-1	   NaN	-0.3616	-0.3777	-0.3777	-0.4004	-0.0048	 0	   NaN	-0.2866	3.8335	0.0000	167	"47"
