Event.Nr	CDA.nSCR	CDA.Latency	CDA.AmpSum	CDA.SCR	CDA.ISCR	CDA.PhasicMax	CDA.Tonic	TTP.nSCR	TTP.Latency	TTP.AmpSum	Global.Mean	Global.MaxDeflection	Event.NID	Event.Name
 78	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7770	0.5779	 0	   NaN	-0.2975	3.8217	0.0000	 81	"white noise video"
 79	 0	1.3264	-0.4453	-0.5554	-0.5554	-0.5145	-1.2187	 1	6.4531	2.3170	3.5221	0.0059	 82	"RENTOUTUNEISUUS"
 80	 3	-0.9405	0.6187	0.3336	0.3336	0.7729	-1.1616	 0	   NaN	-0.2975	3.5654	0.0536	 83	"47"
 81	 2	-0.5087	0.3748	0.4712	0.4712	0.5238	-0.5396	 1	5.4531	1.0709	3.6481	0.0557	 84	"white noise video"
 82	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7619	-0.9329	 0	   NaN	-0.2975	3.5614	0.0006	 85	"INHO"
 83	 2	-0.6166	0.1575	0.5169	0.5169	0.7347	-0.8616	 0	   NaN	-0.2975	3.7463	0.1531	 86	"47"
 84	-1	   NaN	-0.5644	-0.5277	-0.5277	-0.5401	-0.1049	 0	   NaN	-0.2975	3.6965	0.0006	 87	"white noise video"
 85	 0	1.6503	3.1958	1.6312	1.6312	2.4743	-0.5117	 1	5.8281	5.3456	3.6447	0.1000	 88	"RENTOUTUNEISUUS"
 86	 0	1.0026	0.0284	2.1382	2.1382	2.0886	-0.2224	 0	   NaN	-0.2975	3.9076	0.3011	 89	"47"
 87	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7411	0.5336	 0	   NaN	-0.2975	3.8462	0.0000	 90	"white noise video"
 88	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6347	0.5184	 0	   NaN	-0.2975	3.8803	0.0000	 91	"INNOSTUNEISUUS"
 89	 0	1.6503	-0.3614	-0.3747	-0.3747	-0.4435	0.7032	 0	   NaN	-0.2975	3.8987	0.0021	 92	"47"
 90	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6413	0.5326	 0	   NaN	-0.2975	3.7829	0.0001	 93	"white noise video"
 91	-1	   NaN	-0.5644	-0.6618	-0.6618	-0.6371	0.6860	 0	   NaN	-0.2975	3.8343	0.0011	 94	"ILO"
 92	 2	-0.5087	-0.2297	-0.1817	-0.1817	-0.3623	0.7694	 0	   NaN	-0.2975	3.9875	0.0600	 95	"47"
 93	-1	   NaN	-0.5644	-0.5414	-0.5414	-0.5115	0.9087	 0	   NaN	-0.2975	3.8678	0.0009	 96	"white noise video"
 94	-1	   NaN	-0.5644	-0.6501	-0.6501	-0.6524	-0.2765	 0	   NaN	-0.2975	3.6576	0.0015	 97	"SURU"
 95	 3	-1.2643	0.9688	0.5860	0.5860	0.3379	-0.3141	 0	   NaN	-0.2975	3.8340	0.1087	 98	"47"
 96	-1	   NaN	-0.5644	-0.5887	-0.5887	-0.4895	0.1599	 0	   NaN	-0.2975	3.7309	0.0021	 99	"white noise video"
 97	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7041	-1.2254	 0	   NaN	-0.2975	3.5538	0.0013	100	"INHO"
 98	 2	-0.9405	0.6608	0.8037	0.8037	0.8383	-0.5450	 0	   NaN	-0.2975	3.8424	0.2257	101	"47"
 99	-1	   NaN	-0.5644	-0.2141	-0.2141	-0.1894	0.5374	 0	   NaN	-0.2975	3.9121	0.0437	102	"white noise video"
100	-1	   NaN	-0.5644	-0.6128	-0.6128	-0.7353	-0.9371	 0	   NaN	-0.2975	3.5607	0.0012	103	"PELKO"
101	 2	-0.9405	1.5339	1.3893	1.3893	0.5897	-1.0137	 0	   NaN	-0.2975	3.6492	0.1492	104	"47"
102	-1	   NaN	-0.5644	-0.5236	-0.5236	-0.4893	-0.3514	 0	   NaN	-0.2975	3.6670	0.0061	105	"white noise video"
103	 0	-0.2928	-0.3543	-0.3396	-0.3396	-0.2365	-0.6227	 1	5.5156	-0.0960	3.6386	0.0186	106	"VIHA"
104	 2	0.1390	0.0382	0.1736	0.1736	0.0025	-0.5223	 0	   NaN	-0.2975	3.6964	0.0581	107	"47"
105	-1	   NaN	-0.5644	-0.6252	-0.6252	-0.6845	-0.4236	 0	   NaN	-0.2975	3.6470	0.0009	108	"white noise video"
106	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.5645	-0.9485	 0	   NaN	-0.2975	3.5671	0.0037	109	"EMPATIA"
107	 3	-1.1564	1.3418	1.0142	1.0142	0.7463	-0.7550	 0	   NaN	-0.2975	3.7328	0.1290	110	"47"
108	-1	   NaN	-0.5644	-0.6440	-0.6440	-0.6545	-0.0487	 0	   NaN	-0.2975	3.7211	0.0046	111	"white noise video"
109	-1	   NaN	-0.5644	-0.6244	-0.6244	-0.5780	-1.3453	 0	   NaN	-0.2975	3.5239	0.0019	112	"VOITTO"
110	 0	1.3264	1.7037	1.8712	1.8712	2.1563	-0.7925	 0	   NaN	-0.2975	3.6684	0.1872	113	"47"
111	-1	   NaN	-0.5644	-0.5892	-0.5892	-0.6466	0.5355	 0	   NaN	-0.2975	3.8106	0.0000	114	"white noise video"
112	-1	   NaN	-0.5644	-0.5864	-0.5864	-0.4871	-0.9851	 0	   NaN	-0.2975	3.5700	0.0033	115	"INHO"
113	 2	0.0311	0.4194	0.7299	0.7299	0.3070	-1.0400	 0	   NaN	-0.2975	3.7297	0.1144	116	"47"
114	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7930	-0.4469	 0	   NaN	-0.2975	3.6573	0.0001	117	"white noise video"
115	-1	   NaN	-0.5644	-0.6145	-0.6145	-0.5857	-1.5635	 0	   NaN	-0.2975	3.4656	0.0022	118	"EMPATIA"
116	 0	1.4344	-0.3694	-0.3455	-0.3455	-0.4710	-1.4624	 1	6.4531	-0.0493	3.5417	0.0155	119	"47"
117	 2	0.5708	1.1620	0.9569	0.9569	0.5487	-0.7262	 0	   NaN	-0.2975	3.6920	0.0782	120	"white noise video"
118	-1	   NaN	-0.5644	-0.5976	-0.5976	-0.5982	-1.1836	 0	   NaN	-0.2975	3.5498	0.0017	121	"VIHA"
119	 0	1.4344	-0.3307	0.5378	0.5378	0.9983	-0.8493	 0	   NaN	-0.2975	3.7897	0.1709	122	"47"
120	-1	   NaN	-0.5644	-0.6471	-0.6471	-0.7036	0.0231	 0	   NaN	-0.2975	3.7476	0.0008	123	"white noise video"
121	 0	-0.2928	-0.4225	-0.4265	-0.4265	-0.5317	-1.0144	 0	   NaN	-0.2975	3.6661	0.0010	124	"RENTOUTUNEISUUS"
122	-1	   NaN	-0.5644	-0.5482	-0.5482	-0.6317	-0.6943	 0	   NaN	-0.2975	3.6110	0.0019	125	"47"
123	-1	   NaN	-0.5644	-0.6423	-0.6423	-0.5080	-0.9987	 0	   NaN	-0.2975	3.5570	0.0027	126	"white noise video"
124	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7383	-1.8279	 0	   NaN	-0.2975	3.4596	0.0018	127	"SURU"
125	-1	   NaN	-0.5644	-0.4734	-0.4734	-0.7445	-0.4774	 0	   NaN	-0.2975	3.8255	0.0000	128	"47"
126	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6743	-0.5486	 0	   NaN	-0.2975	3.6188	0.0001	129	"white noise video"
127	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.8873	-1.6295	 0	   NaN	-0.2975	3.4797	0.0001	130	"ILO"
128	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7135	-1.1319	 0	   NaN	-0.2975	3.6240	0.0350	131	"47"
129	-1	   NaN	-0.5644	-0.6365	-0.6365	-0.6100	-0.4465	 0	   NaN	-0.2975	3.7234	0.0000	132	"white noise video"
130	-1	   NaN	-0.5644	-0.6242	-0.6242	-0.5669	-1.4427	 0	   NaN	-0.2975	3.5359	0.0032	133	"PELKO"
131	 0	1.1105	0.1760	0.3079	0.3079	0.4820	-1.1721	 1	5.5781	1.1956	3.5660	0.0390	134	"47"
132	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6891	-0.8622	 0	   NaN	-0.2975	3.5692	0.0006	135	"white noise video"
133	 2	-0.7246	0.8188	1.3339	1.3339	1.0214	-0.8328	 1	5.2031	4.2141	3.7218	0.0961	136	"INNOSTUNEISUUS"
134	 0	-1.2643	-0.2798	-0.5683	-0.5683	-0.2536	0.3086	 0	   NaN	-0.2975	4.0986	0.0224	137	"47"
135	 0	-0.2928	-0.4352	-0.5327	-0.5327	-0.5498	0.4361	 0	   NaN	-0.2975	3.8135	0.0136	138	"white noise video"
136	-1	   NaN	-0.5644	-0.3835	-0.3835	-0.2864	-0.4572	 0	   NaN	-0.2975	3.7356	0.0016	139	"VOITTO"
137	-1	   NaN	-0.5644	-0.2096	-0.2096	1.0246	0.4867	 0	   NaN	-0.2975	3.8858	0.0801	140	"47"
138	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.9008	2.8429	 0	   NaN	-0.2975	4.3735	0.0000	141	"white noise video"
139	 0	1.4344	-0.4420	-0.5160	-0.5160	-0.6497	0.3478	 1	6.5781	-0.1840	3.7535	0.0020	142	"INNOSTUNEISUUS"
140	 0	1.5423	1.4998	1.1111	1.1111	1.0941	0.9378	 0	   NaN	-0.2975	4.0371	0.1524	143	"47"
141	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.5579	2.3233	 0	   NaN	-0.2975	4.1416	0.0000	144	"white noise video"
142	-1	   NaN	-0.5644	-0.6640	-0.6640	-0.6868	1.1387	 0	   NaN	-0.2975	3.8694	0.0000	145	"SURU"
143	 3	-1.2643	2.7482	2.2547	2.2547	2.2427	0.8228	 0	   NaN	-0.2975	3.8782	0.1372	146	"47"
144	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7969	1.9801	 0	   NaN	-0.2975	4.1152	0.0000	147	"white noise video"
145	 0	-1.3723	-0.4222	-0.5295	-0.5295	-0.4033	-0.4645	 0	   NaN	-0.2975	3.6862	0.0018	148	"RENTOUTUNEISUUS"
146	 2	-0.2928	0.4314	0.5048	0.5048	0.1276	1.2473	 0	   NaN	-0.2975	4.3934	0.0016	149	"47"
147	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6850	1.4215	 0	   NaN	-0.2975	3.9189	0.0000	150	"white noise video"
148	 0	0.7867	-0.1980	-0.0961	-0.0961	-0.0829	-0.1770	 1	6.0781	3.6965	3.7051	0.0178	151	"VOITTO"
149	 2	-0.0769	0.8773	1.3717	1.3717	0.7773	-0.0412	 0	   NaN	-0.2975	3.8721	0.1787	152	"47"
150	 0	-0.9405	-0.4482	-0.5652	-0.5652	-0.6564	1.5455	 0	   NaN	-0.2975	4.0740	0.0133	153	"white noise video"
151	 2	-1.3723	3.3127	2.3963	2.3963	2.1758	0.2993	 0	   NaN	-0.2975	3.9450	0.2722	154	"INHO"
152	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.6361	0.7951	 0	   NaN	-0.2975	4.1282	0.0000	155	"47"
153	-1	   NaN	-0.5644	-0.4497	-0.4497	-0.5099	1.0667	 0	   NaN	-0.2975	3.8621	0.0000	156	"white noise video"
154	-1	   NaN	-0.5644	-0.6667	-0.6667	-0.5549	0.6671	 0	   NaN	-0.2975	3.8414	0.0000	157	"VIHA"
155	 0	1.7582	2.5210	1.8871	1.8871	2.2115	1.1077	 1	5.8281	3.2242	4.0546	0.0888	158	"47"
156	 2	0.6787	1.6019	1.4690	1.4690	1.3032	1.7827	 1	5.7656	1.3617	4.0042	0.0791	159	"white noise video"
157	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.7060	1.3826	 0	   NaN	-0.2975	4.0120	0.0000	160	"EMPATIA"
158	-1	   NaN	-0.5644	1.8123	1.8123	3.3055	1.6328	 1	5.3281	5.0753	3.9832	0.0835	161	"47"
159	-1	   NaN	-0.5644	-0.6709	-0.6709	-0.8686	2.5069	 0	   NaN	-0.2975	4.1478	0.0000	162	"white noise video"
160	-1	   NaN	-0.5644	-0.5805	-0.5805	-0.4923	0.1595	 0	   NaN	-0.2975	3.7675	0.0025	163	"ILO"
161	 0	1.0026	1.9268	1.8074	1.8074	1.5113	0.2442	 0	   NaN	-0.2975	3.7884	0.1430	164	"47"
162	-1	   NaN	-0.5644	-0.6049	-0.6049	-0.7358	0.6514	 0	   NaN	-0.2975	3.8351	0.0000	165	"white noise video"
163	 0	-1.3723	-0.4398	-0.5610	-0.5610	-0.4344	-0.2162	 0	   NaN	-0.2975	3.8627	0.0000	166	"PELKO"
164	 0	1.5423	1.6114	1.4729	1.4729	1.2944	0.1610	 1	5.4531	2.3030	3.7918	0.0961	167	"47"
