23042018,date
172251,time
32,srate
18.289,NaN
4.8577,NaN
4.8559,NaN
4.854,NaN
4.852,NaN
4.8502,NaN
4.8481,NaN
4.8462,NaN
4.8443,NaN
4.8424,NaN
4.8403,NaN
4.8383,NaN
4.8363,NaN
4.8343,NaN
4.8325,NaN
4.8305,NaN
4.8285,NaN
4.8266,NaN
4.8247,NaN
4.8227,NaN
4.8208,NaN
4.8189,NaN
4.817,NaN
4.8151,NaN
4.8133,NaN
4.8116,NaN
4.8097,NaN
4.8079,NaN
4.8061,NaN
4.8043,NaN
4.8026,NaN
4.8008,NaN
4.7991,NaN
4.7972,NaN
4.7955,NaN
4.7937,NaN
4.7921,NaN
4.7904,NaN
4.7889,NaN
4.7872,NaN
4.7857,NaN
4.7841,NaN
4.7826,NaN
4.7811,NaN
4.7795,NaN
4.7781,NaN
4.7766,NaN
4.7751,NaN
4.7738,NaN
4.7724,NaN
4.771,NaN
4.7696,NaN
4.7682,NaN
4.7668,NaN
4.7655,NaN
4.7643,NaN
4.7631,NaN
4.7619,NaN
4.7606,NaN
4.7594,NaN
4.7582,NaN
4.7569,NaN
4.7557,NaN
4.7545,NaN
4.7534,NaN
4.7523,NaN
4.7512,NaN
4.75,NaN
4.749,NaN
4.7479,NaN
4.7468,NaN
4.7457,NaN
4.7447,NaN
4.7437,NaN
4.7426,NaN
4.7417,NaN
4.7407,NaN
4.7396,NaN
4.7388,NaN
4.7378,NaN
4.7369,NaN
4.736,NaN
4.7352,NaN
4.7342,NaN
4.7335,NaN
4.7325,NaN
4.7317,NaN
4.731,NaN
4.7301,NaN
4.7292,NaN
4.7285,NaN
4.7277,NaN
4.7268,NaN
4.7261,NaN
4.7253,NaN
4.7245,NaN
4.7238,NaN
4.7231,NaN
4.7224,NaN
4.7218,NaN
4.7211,NaN
4.7204,NaN
4.7197,NaN
4.719,NaN
4.7183,NaN
4.7176,NaN
4.717,NaN
4.7162,NaN
4.7156,NaN
4.7149,NaN
4.7143,NaN
4.7137,NaN
4.713,NaN
4.7125,NaN
4.7118,NaN
4.7112,NaN
4.7106,NaN
4.71,NaN
4.7094,NaN
4.7088,NaN
4.7083,NaN
4.7077,NaN
4.7072,NaN
4.7065,NaN
4.706,NaN
4.7055,NaN
4.7049,NaN
4.7044,NaN
4.7039,NaN
4.7034,NaN
4.703,NaN
4.7024,NaN
4.7019,NaN
4.7014,NaN
4.701,NaN
4.7005,NaN
4.7001,NaN
4.6997,NaN
4.6993,NaN
4.6988,NaN
4.6985,NaN
4.698,NaN
4.6976,NaN
4.6973,NaN
4.6968,NaN
4.6965,NaN
4.696,NaN
4.6957,NaN
4.6953,NaN
4.6949,NaN
4.6946,NaN
4.6942,NaN
4.6939,NaN
4.6935,NaN
4.6931,NaN
4.6929,NaN
4.6925,NaN
4.6922,NaN
4.692,NaN
4.6916,NaN
4.6913,NaN
4.691,NaN
4.6907,NaN
4.6904,NaN
4.6902,NaN
4.69,NaN
4.6897,NaN
4.6895,NaN
4.6892,NaN
4.689,NaN
4.6888,NaN
4.6885,NaN
4.6883,NaN
4.6881,NaN
4.6878,NaN
4.6876,NaN
4.6873,NaN
4.687,NaN
4.6868,NaN
4.6866,NaN
4.6865,NaN
4.6861,NaN
4.686,NaN
4.6858,NaN
4.6856,NaN
4.6853,NaN
4.6851,NaN
4.6849,NaN
4.6847,NaN
4.6844,NaN
4.6843,NaN
4.684,NaN
4.6839,NaN
4.6836,NaN
4.6834,NaN
4.6832,NaN
4.683,NaN
4.6827,NaN
4.6825,NaN
4.6823,NaN
4.682,NaN
4.6818,NaN
4.6815,NaN
4.6813,NaN
4.6809,NaN
4.6807,NaN
4.6804,NaN
4.6801,NaN
4.6798,NaN
4.6796,NaN
4.6794,NaN
4.6792,NaN
4.6791,NaN
4.679,NaN
4.6788,NaN
4.6788,NaN
4.6787,NaN
4.6786,NaN
4.6787,NaN
4.6787,NaN
4.6787,NaN
4.6788,NaN
4.679,NaN
4.679,NaN
4.6792,NaN
4.6793,NaN
4.6794,NaN
4.6795,NaN
4.6797,NaN
4.6797,NaN
4.6799,NaN
4.68,NaN
4.6802,NaN
4.6802,NaN
4.6803,NaN
4.6804,NaN
4.6803,NaN
4.6801,NaN
4.68,NaN
4.6798,NaN
4.6797,NaN
4.6796,NaN
4.6797,NaN
4.6795,NaN
4.6797,NaN
4.6797,NaN
4.6799,NaN
4.68,NaN
4.6802,NaN
4.6803,NaN
4.6806,NaN
4.6808,NaN
4.681,NaN
4.6812,NaN
4.6816,NaN
4.6817,NaN
4.682,NaN
4.6822,NaN
4.6826,NaN
4.6828,NaN
4.6831,NaN
4.6832,NaN
4.6832,NaN
4.6827,NaN
4.6824,NaN
4.682,NaN
4.6818,NaN
4.6816,NaN
4.6814,NaN
4.6811,NaN
4.6807,NaN
4.6804,NaN
4.6804,NaN
4.6805,NaN
4.6808,NaN
4.681,NaN
4.6812,NaN
4.6813,NaN
4.6816,NaN
4.6817,NaN
4.6819,NaN
4.6819,NaN
4.682,NaN
4.682,NaN
4.6821,NaN
4.682,NaN
4.682,NaN
4.6819,NaN
4.6819,NaN
4.6818,NaN
4.6817,NaN
4.6815,NaN
4.6814,NaN
4.6812,NaN
4.681,NaN
4.6807,NaN
4.6805,NaN
4.6801,NaN
4.6798,NaN
4.6795,NaN
4.6792,NaN
4.6789,NaN
4.6784,NaN
4.678,NaN
4.6776,NaN
4.6772,NaN
4.6767,NaN
4.6762,NaN
4.6757,NaN
4.6752,NaN
4.6748,NaN
4.6743,NaN
4.6738,NaN
4.6733,NaN
4.6728,NaN
4.6723,NaN
4.6717,NaN
4.6712,NaN
4.6706,NaN
4.6701,NaN
4.6695,NaN
4.669,NaN
4.6684,NaN
4.6679,NaN
4.6674,NaN
4.6669,NaN
4.6664,NaN
4.6659,NaN
4.6652,NaN
4.6648,NaN
4.6643,NaN
4.6637,NaN
4.6631,NaN
4.6626,NaN
4.6621,NaN
4.6615,NaN
4.6609,NaN
4.6604,NaN
4.6598,NaN
4.6593,NaN
4.6587,NaN
4.658,NaN
4.6575,NaN
4.6569,NaN
4.6564,NaN
4.6559,NaN
4.6553,NaN
4.6548,NaN
4.6542,NaN
4.6537,NaN
4.6531,NaN
4.6527,NaN
4.6521,NaN
4.6516,NaN
4.6511,NaN
4.6505,NaN
4.65,NaN
4.6494,NaN
4.6489,NaN
4.6483,NaN
4.6478,NaN
4.6473,NaN
4.6467,NaN
4.6462,NaN
4.6457,NaN
4.6451,NaN
4.6446,NaN
4.6441,NaN
4.6436,NaN
4.643,NaN
4.6425,NaN
4.642,NaN
4.6415,NaN
4.6411,NaN
4.6406,NaN
4.6401,NaN
4.6396,NaN
4.6391,NaN
4.6386,NaN
4.6382,NaN
4.6376,NaN
4.6371,NaN
4.6366,NaN
4.6362,NaN
4.6358,NaN
4.6353,NaN
4.6348,NaN
4.6343,NaN
4.6339,NaN
4.6335,NaN
4.633,NaN
4.6325,NaN
4.6321,NaN
4.6316,NaN
4.6311,NaN
4.6307,NaN
4.6302,NaN
4.6297,NaN
4.6293,NaN
4.6288,NaN
4.6284,NaN
4.6279,NaN
4.6275,NaN
4.627,NaN
4.6265,NaN
4.626,NaN
4.6257,NaN
4.6252,NaN
4.6247,NaN
4.6242,NaN
4.6237,NaN
4.6233,NaN
4.6229,NaN
4.6224,NaN
4.622,NaN
4.6214,NaN
4.621,NaN
4.6207,NaN
4.6202,NaN
4.6198,NaN
4.6193,NaN
4.6189,NaN
4.6185,NaN
4.6181,NaN
4.6178,NaN
4.6175,NaN
4.617,NaN
4.6167,NaN
4.6163,NaN
4.616,NaN
4.6156,NaN
4.6152,NaN
4.6149,NaN
4.6145,NaN
4.6142,NaN
4.6138,NaN
4.6135,NaN
4.6131,NaN
4.6127,NaN
4.6124,NaN
4.612,NaN
4.6116,NaN
4.6111,NaN
4.6108,NaN
4.6104,NaN
4.61,NaN
4.6096,NaN
4.6093,NaN
4.609,NaN
4.6086,NaN
4.6083,NaN
4.6078,NaN
4.6074,NaN
4.607,NaN
4.6067,NaN
4.6064,NaN
4.606,NaN
4.6056,NaN
4.6053,NaN
4.6049,NaN
4.6045,NaN
4.6041,NaN
4.6037,NaN
4.6034,NaN
4.6029,NaN
4.6026,NaN
4.6022,NaN
4.6019,NaN
4.6015,NaN
4.6012,NaN
4.6009,NaN
4.6005,NaN
4.6002,NaN
4.6,NaN
4.5997,NaN
4.5994,NaN
4.5991,NaN
4.5989,NaN
4.5986,NaN
4.5983,NaN
4.598,NaN
4.5977,NaN
4.5974,NaN
4.5971,NaN
4.5969,NaN
4.5966,NaN
4.5963,NaN
4.5961,NaN
4.5959,NaN
4.5956,NaN
4.5953,NaN
4.595,NaN
4.5947,NaN
4.5945,NaN
4.5943,NaN
4.594,NaN
4.5937,NaN
4.5935,NaN
4.5932,NaN
4.5928,NaN
4.5927,NaN
4.5923,NaN
4.5921,NaN
4.5918,NaN
4.5915,NaN
4.5912,NaN
4.5909,NaN
4.5905,NaN
4.5903,NaN
4.5899,NaN
4.5896,NaN
4.5893,NaN
4.589,NaN
4.5886,NaN
4.5883,NaN
4.588,NaN
4.5877,NaN
4.5874,NaN
4.5872,NaN
4.5869,NaN
4.5866,NaN
4.5863,NaN
4.586,NaN
4.5857,NaN
4.5853,NaN
4.585,NaN
4.5847,NaN
4.5844,NaN
4.5841,NaN
4.5837,NaN
4.5834,NaN
4.5831,NaN
4.5828,NaN
4.5825,NaN
4.5823,NaN
4.5819,NaN
4.5816,NaN
4.5813,NaN
4.581,NaN
4.5807,NaN
4.5804,NaN
4.58,NaN
4.5797,NaN
4.5794,NaN
4.5792,NaN
4.5789,NaN
4.5787,NaN
4.5784,NaN
4.5782,NaN
4.5779,NaN
4.5775,NaN
4.5771,NaN
4.5769,NaN
4.5766,NaN
4.5763,NaN
4.576,NaN
4.5758,NaN
4.5755,NaN
4.5752,NaN
4.5749,NaN
4.5746,NaN
4.5743,NaN
4.5742,NaN
4.5739,NaN
4.5737,NaN
4.5735,NaN
4.5732,NaN
4.573,NaN
4.5729,NaN
4.5727,NaN
4.5726,NaN
4.5724,NaN
4.5723,NaN
4.5721,NaN
4.5721,NaN
4.5719,NaN
4.5718,NaN
4.5717,NaN
4.5715,NaN
4.5715,NaN
4.5713,NaN
4.5713,NaN
4.5712,NaN
4.571,NaN
4.5709,NaN
4.5709,NaN
4.5708,NaN
4.5706,NaN
4.5706,NaN
4.5704,NaN
4.5703,NaN
4.5702,NaN
4.5702,NaN
4.5699,NaN
4.5698,NaN
4.5696,NaN
4.5695,NaN
4.5693,NaN
4.5691,NaN
4.5689,NaN
4.5687,NaN
4.5685,NaN
4.5683,NaN
4.5681,NaN
4.5678,NaN
4.5676,NaN
4.5674,NaN
4.5672,NaN
4.5669,NaN
4.5668,NaN
4.5665,NaN
4.5662,NaN
4.566,NaN
4.5656,NaN
4.5654,NaN
4.5651,NaN
4.5648,NaN
4.5644,NaN
4.5642,NaN
4.564,NaN
4.5637,NaN
4.5634,NaN
4.5631,NaN
4.5627,NaN
4.5624,NaN
4.5621,NaN
4.5618,NaN
4.5616,NaN
4.5612,NaN
4.5609,NaN
4.5606,NaN
4.5603,NaN
4.5599,NaN
4.5596,NaN
4.5593,NaN
4.559,NaN
4.5586,NaN
4.5583,NaN
4.558,NaN
4.5576,NaN
4.5574,NaN
4.5571,NaN
4.5568,NaN
4.5565,NaN
4.5561,NaN
4.5557,NaN
4.5554,NaN
4.5551,NaN
4.5549,NaN
4.5545,NaN
4.5542,NaN
4.5538,NaN
4.5535,NaN
4.5531,NaN
4.5528,NaN
4.5525,NaN
4.5521,NaN
4.5518,NaN
4.5514,NaN
4.551,NaN
4.5507,NaN
4.5503,NaN
4.5501,NaN
4.5497,NaN
4.5494,NaN
4.549,NaN
4.5487,NaN
4.5484,NaN
4.5479,NaN
4.5476,NaN
4.5472,NaN
4.5469,NaN
4.5465,NaN
4.5462,NaN
4.5459,NaN
4.5455,NaN
4.5452,NaN
4.5448,NaN
4.5445,NaN
4.5441,NaN
4.5439,NaN
4.5435,NaN
4.5432,NaN
4.5428,NaN
4.5426,NaN
4.5422,NaN
4.5419,NaN
4.5416,NaN
4.5412,NaN
4.5409,NaN
4.5406,NaN
4.5403,NaN
4.54,NaN
4.5396,NaN
4.5394,NaN
4.5391,NaN
4.5387,NaN
4.5384,NaN
4.5382,NaN
4.5378,NaN
4.5376,NaN
4.5373,NaN
4.537,NaN
4.5366,NaN
4.5364,NaN
4.5361,NaN
4.5357,NaN
4.5354,NaN
4.5352,NaN
4.5349,NaN
4.5346,NaN
4.5343,NaN
4.534,NaN
4.5337,NaN
4.5335,NaN
4.5332,NaN
4.5329,NaN
4.5326,NaN
4.5323,NaN
4.5321,NaN
4.5318,NaN
4.5316,NaN
4.5313,NaN
4.5311,NaN
4.531,NaN
4.5308,NaN
4.5305,NaN
4.5304,NaN
4.5302,NaN
4.53,NaN
4.5299,NaN
4.5298,NaN
4.5297,NaN
4.5296,NaN
4.5296,NaN
4.5295,NaN
4.5294,NaN
4.5293,NaN
4.5293,NaN
4.5293,NaN
4.5292,NaN
4.5292,NaN
4.5292,NaN
4.5292,NaN
4.5291,NaN
4.5291,NaN
4.5291,NaN
4.5291,NaN
4.5291,NaN
4.5291,NaN
4.5292,NaN
4.5291,NaN
4.529,NaN
4.5289,NaN
4.5289,NaN
4.5287,NaN
4.5287,NaN
4.5286,NaN
4.5285,NaN
4.5284,NaN
4.5283,NaN
4.5281,NaN
4.528,NaN
4.5279,NaN
4.5277,NaN
4.5275,NaN
4.5274,NaN
4.5272,NaN
4.527,NaN
4.5268,NaN
4.5266,NaN
4.5264,NaN
4.5261,NaN
4.526,NaN
4.5258,NaN
4.5256,NaN
4.5254,NaN
4.5252,NaN
4.525,NaN
4.5248,NaN
4.5245,NaN
4.5242,NaN
4.5241,NaN
4.5238,NaN
4.5235,NaN
4.5233,NaN
4.523,NaN
4.5227,NaN
4.5225,NaN
4.5222,NaN
4.522,NaN
4.5217,NaN
4.5214,NaN
4.521,NaN
4.5207,NaN
4.5204,NaN
4.5202,NaN
4.5199,NaN
4.5196,NaN
4.5192,NaN
4.519,NaN
4.5187,NaN
4.5184,NaN
4.5181,NaN
4.5178,NaN
4.5175,NaN
4.5172,NaN
4.517,NaN
4.5168,NaN
4.5166,NaN
4.5164,NaN
4.5163,NaN
4.5163,NaN
4.5163,NaN
4.5164,NaN
4.5166,NaN
4.5168,NaN
4.5172,NaN
4.5178,NaN
4.5183,NaN
4.5191,NaN
4.5199,NaN
4.5209,NaN
4.5218,NaN
4.5229,NaN
4.5241,NaN
4.5253,NaN
4.5267,NaN
4.5281,NaN
4.5296,NaN
4.5312,NaN
4.5328,NaN
4.5344,NaN
4.5361,NaN
4.5378,NaN
4.5395,NaN
4.5413,NaN
4.543,NaN
4.5448,NaN
4.5465,NaN
4.5482,NaN
4.5499,NaN
4.5516,NaN
4.5532,NaN
4.5547,NaN
4.5564,NaN
4.5579,NaN
4.5594,NaN
4.561,NaN
4.5624,NaN
4.5637,NaN
4.565,NaN
4.5661,NaN
4.5673,NaN
4.5683,NaN
4.5694,NaN
4.5703,NaN
4.5712,NaN
4.5721,NaN
4.5729,NaN
4.5736,NaN
4.5742,NaN
4.5748,NaN
4.5753,NaN
4.5758,NaN
4.5762,NaN
4.5766,NaN
4.577,NaN
4.5772,NaN
4.5776,NaN
4.5778,NaN
4.578,NaN
4.5781,NaN
4.5784,NaN
4.5784,NaN
4.5784,NaN
4.5784,NaN
4.5784,NaN
4.5783,NaN
4.5781,NaN
4.578,NaN
